Comment;Column2;Column3
hari ini aj gw inisiatif mau belajar lewat buku eh taunya nulis menjot kanan menjot kiri geter ;1,50794E+15;positif
lebih baik ga sekolah dulu nunggu keadaan aman saya lebih baik ketinggalan pelajaran dari pada membahayakan nyawa ;0;netral
udah nggak usah ada sekolah lagi mau jadi apa presiden udah ada dokter ada menteri ada;0;netral
yang sulit dilaksanakan adalah jaga jarak aman pada setiap kumpulan anak sekolah;0;netral
saya setuju dengan kpai bidang pendidikan ;0;netral
sabar jgn memaksakan diri lihat sikon dulu dari pada virus menyebar cari selamat dulu ;25;positif
ambil contoh dari malasyia sekolah dimalasyia je tahun depan baru masuk sekolah karna corona;0;netral
gk da rugix klo ank gk skolah ni penyakit org dwsa ja gk mnhanx apa lg klo trtular pda ank ;0;netral
ya allah bagaimana ini bikin kwartir sy dgn anak dan keponakan sy semoga keluarga sy selalu dlm lindunganmu ya allah aamiin;0;netral
jakarta aj ditutup sekolah sarang penyakit ko ;-1;negatif
new normal diberlakukan apabila sudah tidak ada penambahan kasus baru covid lah ini penambahan kasus baru masih sangat tinggi kok sudah new normal ;1,21273E+16;positif
apa kabar dengan yang tinggal di desa kalau daring trus ;1,36364E+16;positif
kalau pemerintah siap siswanya pun juga harus siap untuk disiplin jangan meremehkan aturan ntar malah masih ada yang berkerumun ga pake masker dan lain sebagainya ;2;positif
wahai pemerintah luluskan lah semua anak murid kumohon pliessss;0;netral
kalo juli aj blm bisa masuk lah ini anak saya juni tgl udah disruh masuk sklh gmn tuh;0;netral
si ibu ngatur melulu hahaha;1;positif
tidak perlu begini begitu tutup sekolah tahun beres ;-1;negatif
tunggu normal dl aja lah tol pliss gak mungki klo anak bs sosial distensi gk mungkin jgn masuk sekolah dl ;9,16667E+15;positif
siap hukum rimba nunggu bantuan gk dteng mending new normal matek lak zow seng lemah;-1,29545E+17;negatif
tinggu dulu aja lah kalaw sekolah blajar dulu di rumah jangan buru buru;22;positif
kenapa tidak daring saja jaman sudah modern what a moron ;-8;negatif
tanggal berapa masuk sekolah ;0;netral
bener itu narasumbernya bu belum zero kasus kok sudah new normal;1,43182E+15;positif
kasihan ank yg mau sekolah jadi bingung orang tua nya jga bingun dah lebih enk sekolah dri pada bljar pke hp;5E+15;positif
kan udah dibilangin sama mendikbud akan koordinasi dengan gugus tugas covid gitu masa kpai harus menyimak dengan baik diknas juga belum mengeluarkan kapan waktunya ;-1;negatif
apakah new normal dan hard imunity itu sma ;9,54545E+15;positif
anak sd jangan dulu ga mungkin bisa disiplin smp sma kuliah itu aja yg bisa disiplin ;33;positif
tolong jgn buka sekolah dulu masih blm aman gile lu ndro ;0;netral
mba lilis pinter ;0;netral
indo mah kebanyakan orang pinter sampe ke netizen nya juga hihiiii;3,57143E+16;positif
nah kan enak metro jd sering kritik pemerintah ga kaya dulu;5375;positif
lebih baik di tunda tahun dari pada bergantung pada hal yg belum pasti adanya ;0;netral
gak usah sekolah sekolah an ;0;netral
udh liburin dulu anjir astaga di amerika aja libur sekolah sampe tahun depan anjir;125;positif
gak usah sekolah juga dah pinter apa bisa dilihat dari hp ;2,14286E+16;positif
nyawa lebih berharga karna gk bisa di beli atau di tuker dgn apapun gk ada ora tua yg mau kehilangan anaknya ;35;positif
ilmu gak hanya di sekolah kok masih banyak ilmu selain di sekolahh ;0;netral
jangan pikir sekolah duluh pikir gimanah mau atasih covid dululah ;25;positif
waduh kalo sekolah di buka bisa bahaya buat anak lebih baik kehilangan masa belajar tahun dari pada kehilangan nyawa anak setiap hari ;-6;negatif
solusi saya adalah kampus ditutup hingga tahun depan karna kuliah online jg prcuma dan kuliah tatap muka jg gak mungkin semoga didengar dan jgn bayar ukt dulu;-1,23333E+17;negatif
saya punya anak sd saya kira terlalu cepat membuka sekolah kembali jujur saya tidak setuju harus nya pemerintah meninjau ini lagi lebih matang;32;positif
klo nurut saya utk sekolah jangn di aktifkn dulu biar secara daring yg new normal ekonomi aj dulu;1,96591E+15;positif
lebih baik menuggu virus hilang dulu dari pada kehilangan nyawa;0;netral
pas istirahat dilarang keluar kelas tapi ya gimana lagi namanya anak ya pasti bosen ;0;netral
kalau maksa sekolah masuk dengan wabah masih begini lebih baik anak saya keluar sekolah ;5;positif
vietnam mah bebas wkwkwk;4;positif
duh udh pw di rmh;0;netral
utamakan kesehatan dan keselamatan keluarga anda ;0;netral
tetap dibuka dengan protokol kesehatan tidak semua anak bisa belajar sendiri;3;positif
setuju sih bu ini resiko tinggi klo bner diterapkan;0;netral
gini aja jika masuk sekolah dan ada yg positif orang aja juga sekolah nya langsung libur lagi karena takut pada akhirnya sekolahan itu sendiri yg meliburkan nya ;2,27273E+15;positif
tunggu normal dulu nyawa jangan di pake main main ;15;positif
seperti tak beriman takut sama covid takutlah pd alloh klw sekolah dibuka thn kaya kerbau dungu pendidikan hancur itu terserah pd daerahnya;-6,66667E+15;negatif
bu retno tdk mngkin dong menunggu zero kasus semestinya tdk dipukul rata kl yg sma sma itu bs dibuka krna sudah tau aturan kl yg tk itu diliburkan sd bertahap ;-1,33333E+16;negatif
coba ditunda dulu untuk masuk sekolahnya namanya anak sekolah dia ngk tahu bahaya virus yang penting main apa lagi saya punya anak kecil masih sd;1,5E+16;positif
mending libur dulu sampai tahun daripada pengen cepat 쾠ekolah kan pasien corona makin bertambah negara lain aja belum buka sekolah bukan hanya di indonesia saja yg belum buka sekolah negara lain juga jadi kita harus menghadapi ujian ini ;1;positif
lebih baik tinggal kelas dari pada membahayakan anak tunggu thn depan kok selalu dipaksakan ;6,66667E+15;positif
membuka sekolah ditengah pandemi corona virus sama saja menggiring anak anak kedalam liang kubur ;0;netral
masih parah wowww new normal macam mana yg ada corona makkin meluas tpi ya gmn masyarakat bawah jg butuh biaya hidup;4,65909E+16;positif
trend masih naik masih riskan buat sekolah dibuka;0;netral
anak nya strees bu aman lah g da pp lah yg penting waspada dan hati ;-1,125E+17;negatif
tdk lbih baik menunggu hingga covid benar benar hilang;-1,75E+16;negatif
mhn maaf klu memang anak bnyk yg terserang virus corona mhn klu bs u dipertimbangkan kembali u dibukanya sekolah ini demi generasi bangsa indonesia;0;netral
lucu new normal itu kalo kasus covid sudah supaya mencegah penularan baru maka di terapkan new normal kalo wabah belum beres namanya belum normal;1,05682E+15;positif
siapa nama presenter ini mirip istriku ;0;netral
sungguh gila pemerintah apa mahu bunuh terus warganya;-2;negatif
orang dewasa aja susah disuruh jaga jarak apalagi anak mending jangan masuk dulu sekolah;625;positif
saya tidak setuju bila masuk sekolah ditengah wabah seperti ini anak sd belum bs mengikuti sosial distancing klo pun aturannya harus sekolah saya lebih baik menunda sekolah anak saya drpd saya was dirumah aneh banget waktu cofid blum byk disuruh homelearning lah ini cofid meningkat malah mau msuk skolah sebaikny sekolah jgn dibuka dulu ;1,30556E+16;positif
bagus bu saya jadi merinding denger nya jngn dulu seklh masih takut;-175;negatif
ya wes ga usah masuk sekolah tinggal kelas aja th;0;netral
gw sebagai anak kelas smp dan sedang nunggu hasil merasa dirugikan kalo terus belajar dirumah karna kurang masuk ke otak pelajarannya gw kira walaupun un nya diapus tugasnya bakalan wajar tapi ternyata wahhhhhh tugasnya bejibun lg nihhhh kalo ada kuota internet gratis setiap mau bljr mahh gapapa dompet gw tipis woyyyy gada duit kasian ortu gw mana pas lebaran thr dikit doang hdhhhhh;-1,155E+17;negatif
anak ku uda dekat bln langsung tak keluar rumah n anak org lain libur sekolah pada main semua apakah aku sebagai orangtua sangat tdk setuju klu masuk sekolah dl apa lg suami jauh aku sendiri mengurus anak ku paud sd org n smp risau aku ;1,26786E+16;positif
percepat buka sekolah seperti biasa lagi pake aja aturan pake masker cuci tangan dan jaga jarak;0;netral
sekolah ditutup berbulan bulan tak bisa nanti terjadi kemunduran dlm pendidikan mudah mudah cepat dibuka lagi agar normal ;15;positif
bagaimanapun kalau sekolah lembaga pendidikan masuk itu memang belum kondusif mau masuk tapi giliran sekelaskan bertemu juga lebih dari orang enggak tau ada yg carrier covid yg lain pasti kena sediakan cuci tangan handsanitizer lah kalau virusnya ada di barang gimana dibaju ditas dicelana di pulpen dll harus dicuci dulukah sebelum masuk kelas ;175;positif
usul saja sy klo bisa semester ini diwaktu ada covid diperpanjang artinya klo normalnya smtr bulan mk ketika covid diperpanjang min th atau lebih disini ruginya hanya umur yg tambah sambil lihat perkembangan covid berikutnya ;1625;positif
halah sudah pintar semua anak indonesia jadi gak perlu sekolah semua mengaji saja malah dapat pahala dari pada baca tulisan mending baca alquran lebih bagus;4,42857E+15;positif
mulai besok gutu isolasi diri tes rapid sblm masuk;0;netral
mendingan tunggu kasus dulu jangan sampai anak dijadikan uji coba ;25;positif
liburin aja sampe akhir tahun tapi uang spp diliburin juga;-1;negatif
untuk sd negeri tukang jualan jgn ada krn blm tentu sehat;25;positif
mikirin sekolah tu orang tuanya juga sudah ga kerja bulan uang tabungan habis untuk makan plus beli baju jangan bilang kapan sekolah dibuka tapi tanya orang tua bisa bayar uang sekolah tidak ;0;netral
siap nanti kalau ketemu guru malu kayak gak kenal karena udah lama gak sekolah;-125;negatif
mending jagn dulu lah di kondisi dini masih bahaya;-2,08333E+15;negatif
gak usah dipaksakan utk segera masuk sekolah secepatnya liat januari aja dulu;125;positif
lindungi generasi berikutnya itu prioritas kita semua anak harus selamat;25;positif
sebelum sekolahnya di buka gurunya dicek sehat apa tidak lalu latih gurunya untuk siap melaksanakan pembelajaran di era baru pembelajaran dengan didampingi teknologi;2,78788E+15;positif
di malaysia juga saking ketatya anak kuliah pun di liburkan smpe dgn bln apalgi skolh yg sekolh lainya blm ada kbr sma skali ;2,2E+15;positif
kalau mau sosial distance harus kompak jangan ada yg di buka semua tokoh mall mall juga semua harus di tutup baru itu namanya sosial distance;-1,08333E+17;negatif
jgn mengambil keputusan terburu krn resiko nya kematian berakibat sangat fatal lbh baik sdh benar aman baru anak sekolah lg saya lbh setuju sekolah on line krn lbh aman;4,66667E+15;positif
klo smpe gini sm aja jokowi menaruhkan nyawa rkyat dong sy bukan hater jstru sy nganut sm beliau tp ini kacau untuk ini ngr lain aja blm siap gaay an indo;-1,01923E+16;negatif
walaupun pemerintah ngeyel kalo sekolah dibuka kembali tetapi saya tetap kukuh gk akan mengizinkan adik saya masuk sekolah sampai benar ada senjata yg memang benar nyata bisa melawan pandemi ini;-1,75E+16;negatif
kata gw sih aneh kalau dibuka keadaan corona gini di tempat kuliah gw kalau ke kantin itu tuh rame udah kayak zombie apocaplys nah kalau di buka tuh mao antri ampe taun jebot kalau misalnya perjam berapa lama orang selesai istirahat aja masih banyak orang udah pernah di jadualin tetep aja banyak ;-15;negatif
tulisan sayah udah jelek ehhh di tambah lebih jelek ;-55;negatif
ga yakin saya dng sekolahan karna sekolah sd negri ajah isinya an anak nah scara social distancing aja meteran ;2,08333E+16;positif
mendikbud menyampaikan siap dengan segala skenario berarti sudah dipikirkan ibu nara sumber kpai dan selalu align dengan gusgas bukan ahli ekonomi lho bu mhn maaf pertanyaannya apa jawabannya apa ;-15;negatif
jangan dibuka dulu tugas tvri gw belum kelar banyak bat ;0;netral
mending keluar nggak usah sekolah capek sekolah trus mending kerja ;2E+16;positif
panjanganngin aja bu liburnya pr saya blum dikerjakan smua;0;netral
buat apa jadi menteri lu;0;netral
saya gak suka sekolahnya tapi yang ada di dalam sekolahnya ada berbagai tingkah laku berbagai manusia;0;netral
kami tidak mau sekolah udah nyiksa otak sama nyiksa tubuh lagi klo kena corona;0;netral
kasih jatah kuota aja lah ya mumpung wifi lagi lemod;-3E+16;negatif
alhamdulilah sekolah di buka kembali kl di daerah pedalaman ga ada kasus virus berarti boleh new normal ya makasih;9,65909E+15;positif
setuju kita sebagai orang tua serentak harus kasus dulu sbb sebelum dibuka banyak sekali tahapan yg harus dicermati ;0;netral
bukan sekolah online tapi pr online cokkk;0;netral
sekolah libur dulu sbb sekolah formal klo di ikuti thn lama banget sekolahnya libur setahun gpp;-165;negatif
nanti saja tunggu waktu yg tepat jika di buka maka nanti hrs tetap mematuhi anjuran pemerintah pakaimasker cucitangan dll agar anak dan guru ttp sehat ;2,61905E+15;positif
jangan terlalu gegabah membuka sekolah persen ank aktif dan sangat aktif dan susah di atur;-2,01667E+16;negatif
semangat pak nadim dalam menjalankan tugasnya;0;netral
balikin aja tuh duit un kami kan un ga jadi masa tetep bayar un ;0;netral
kalo kondisi belum stabil jgn dulu di buka bahaya buat mereka kasian guru harus dicek kesehatan nya jg seblm mengajar;5E+15;positif
hei new normal buka semuaaaaa boleh aja tapi please persekolahan kampus janganlah dulu kami punya anak yg kuliah diluar kota belum siap saya melepaskan anak kuliah apalagi pulau jawa ;9,54545E+15;positif
klo ksh kebijakan itu sesuaikan dgn kondisi di lapangan jgn cm dgr masukkan dari sepihak jgn punya maksud tersembunyi pikirkan baik murni demi kebaikan rakyat;2,49206E+15;positif
 tahun pendidikan d indo noooool;0;netral
pertaruhannya generasi bangsa ;0;netral
saran saya sekolah di buka pada tahun saja v;0;netral
pingin masuk sekolah corona plisss cepat hilangg ;3,33333E+15;positif
pemikiran kpai sangat bagus tolong pemerintah di perhatikan pemikiran kpai karena banyak anak yang terkena covid ;705;positif
lebih baik buka masjid drpd buka sekolah;1,66667E+16;positif
mending sekolah libur sampe selesai corona dan kalo bisa ga uasah bayar dulu selama libur;125;positif
nanti di sekolah ruangan kelas nya di sekat ;0;netral
lebih baik belajar di rumah dari pada sekolah lalu ketularan dan mengakibatkan banyak kematian lebih baik di liburkan saja itu lebih baik;5;positif
bisnis kesehatan kan menyatu keseluruh aspek kehidupan;0;netral
di rumah aja;0;netral
terlalu riskan ini anak lho jangan main main ;0;netral
narkoba contoh dibasmi agar para penerus bangsa tidak hancur karena kecanduan narkoba masa hancurnya malah sama virus;0;netral
sekolah itu harus menyenang kan apalgi untuk sd dn tk untuk jaga jarak dn lain nya itu sangat sulit untuk mereka ;-1,16667E+16;negatif
kalau begini mending hapus saja pendidikan di indonesia;5;positif
waduh bahaya buat anak ;0;netral
yang kesulitan sistem shift itu sekolah yang punya ruangan sedikit sama guru yang terbatas;0;netral
yg takut ga punya allah kalo punya allah yg jaga ga takut berlindung pada allah kalau pun di dalam rmh kalo mau kena ya kena yg di dalam rmh pu masi kena;-1,5E+16;negatif
lebih baik semua tanpa kecuali anak paud tk sd smp smk tidak bersekolah dahulu krna akan sangat rentan pada saat mereka diluar pengawasan orang tua disaat seperti ini bisa jadi mereka akan ngobrol ramai berkumpul atau nongkrong pegang ini itu tanpa cuci tangan dan jajan sembarangan tanpa tau kebersihannya lebih baik mencegah daripada mengobati lindungi anak indonesia dan juga orang yg disekelilingnya ;12;positif
skenario apapun sekolah dimasa covid jangan dilakukan sampai covid benar benar sudah tidak ada ;2;positif
bawa bekal dari rumah jngn jajan ;0;netral
new normal blm bs tuk anak sd tgkah lakunya superrrr ;225;positif
intinya kalau virus ini mau hilang kudu dari diri sendiri turuti aturan pemerintah dan pemerintah itu bukan tuhan yang sempurna yang bisa menuruti semua kemauan semua org;-5;negatif
emang sekarang ini anak yg di rumah pd diem di rumah semua ya malah byk ortu yg cenderung cuek anaknya keluyuran main di luar bukannya urun rembug cari solusi malah pd seneng diskusi di kita mah pdhl mereka semua bagian dari pemerintah seharusnya kalo presiden udh ada wacana sekolah mau dibuka lg anak buahnya buru siapin protokol dan prosedur utk mendukung kebijakan pemerintah klo emg yg blm siap sekolahnya ya minta dispensasi utk penundaan;2,46429E+15;positif
