Comment,POS,NET,NEG
banyak sandiwara dalam dunia maya jangan terlena sehingga membuatmu gila netizen berlomba lomba saling menghina dipelopori internet media,0,1,0
koq cantik yah salfok,0,1,0
kpai tak guna fuduk dan diam lebih baik,0,1,0
pemerintah kebanyakan acara tpi ada pelanggaran cuma peringatan apalagi dg pemilik mall dan pengusaha angkutan umum klihatan tebal banget amplopnya,1,0,0
jangan sampai new normal tujuanny menanam chip di tubuh ,0,0,1
nanti ajg school nya gak enak gw di bully mulu,0,1,0
setuju saya jng skr dimulainya dn klo bs bayran sekolah atau kuliah dikasih keringanan ,1,0,0
saya mau sekolah di rumah dlu sampai semuanya kembali normal takut corona masih mengintai kita,0,0,1
ayoo sampai rakyat kita mati semuaa dh menurun nya populasi manusia pemerintahan wenak tenan,0,0,1
yang penting anak saya sudah bisa baca nulis ngitung kelak dewasa rezeki tuhan yang atur kalo kena virus itu cari mati namanya ,1,0,0
new normal kapan masjid di buka,0,1,0
terlalu ingin dibilang keren sampai mempertaruhkan kesehatan padahal sarana prasarana bangsanya kurang ,0,0,1
jangan buka dulu sekolah bahaya,0,0,1
mba klo ga usa mikir sektor ekonomi tolong kita dibantu kasi uang blanja ,0,1,0
parah anjeng masih parah nya malah new normal,0,0,1
keponakanku sampai minta pindah sekolah katanya sekolahnya yg sekarang liburnya kepanjangan ,0,1,0
yg pingin bekerja jg ingin memenuhi kebutuhan sehari klu cuma mengandalkn bantuan ndak ckp untk sehari yg penting kita jga jarak pakek masker jg berhati ,1,0,0
menuju endonesah makin hancur,0,1,0
sekolah di buka pembunuhan masal sebelum vaksin d temukan krn yg namanya anak di kasih tau ttg virus ini blm banyak mengerti apa lg yg masih kls dan sd pasti akan berkumpul,0,1,0
betul buk retno aku sangat setuju pendampatmu pokoknya jangan buka dulu sklh sampai covid bener bener ini menyangkut keselamatan anak kita buk jngn izinkan sklh buka sblm covid lenyap dr indonesia salam buat bu retno,1,0,0
betul bgt bu jng dl bk sklh ksian ank sya jg pny ank hny ksi pljran yg bs sya mengerti bgs ampe thn dpn bwt jga kselmtan ank ,1,0,0
skarang lagi parah xnya jangan mikir masuk skolah karna klo kena satu anak aja nanti satu kluarga pasti kena ,0,1,0
saya smk tp takut kalo berangkat sekolah ,0,1,0
saya seorg ibu mendadak dag dig dug ,0,1,0
kalah sama orang china aku diam di negara china nga adavyg nama nya lbr berbln ,0,0,1
sekolah di rumah bayar spp tetep jalan,0,1,0
untuk keselamatan anak bangsa tdak bisa berdasarkan dari pandangan pihak saja harus melibatkan banyak pihak yg bersangkutan,0,1,0
tolong tunggu aman dulu anak lebih aman dirumah daripada disekolah tentunya para orang tua mau anaknya jangan sampe terjangkit virus convid disekolah mereka suka bermain saling sentuh tepuk satu sama lain ,1,0,0
kapan kenaikannya sekolah ini pak bu makasih ,0,1,0
kusus ank sekolah lebih baik diliburkan dulu tunggu virusnya nihil,0,1,0
ini ortunya yg nulis atas nama anaknya keluh kesah makny ini hahaha tp gpp plg ga mewakili mak yg lain kalo bs ssp jgn byr ful kalo untuk msk saya jg mauny gitu tp saya lbh sayang nyawa anak takut jg kalo msh tinggi korbnny saya keberatan ,1,0,0
ancaman nya wali murid belum bisa bayar spp,0,1,0
bayar spp masih sekolah nggak orang tua gak kerja dapet beras untuk makan aja alhamdulillah semoga hidup new normal bisa terkabulkan aminn ya rabb ,1,0,0
sangat tidak setuju kalau sekolah di buka kembali apalagi paud sampai smp susah banget diatur kalau sma masih bisa di atur tapi kalau ada yg kena kena kenak semua tanpa sengaja,1,0,0
tolong nnt aja pas thn ajaran baru aja masuk mudah an covid sdh bersih pas thn ajaran baru ,0,1,0
klo kena covid juga di rawatnya bukan main jam tenaga medis terus bekerja tanpa henti normalnya aja minggu klo udh sehat,0,0,1
jangan bu kasihan anak anak nunggu hilang koppid dululu biar aman,1,0,0
kl kondisi indonesia masih darurat kayak gini saya merasa was was kl di desa aman saja sedangkan anak saya sekolah di perkotaan sedangkan di perkotaan saat ini posisi zona merah memang sangat mengkhawatirkan,1,0,0
anak q es ngedrel sekolah tp wedi ono corona pulihkan negri ini tuhan aminnn ,0,1,0
apakah sekolah bener sudah siap kita tau protokol nya di sekolah masih sanagt minim di beberapa sekolah,0,1,0
terus kapan mulai kuliah,1,0,0
asalamkm betul aku setuju jangan buka dulu sklh karena covid msh terus meningkat tunda dulu untuk masuk,0,0,1
saran saya jangan dibuka dulu sekolah anak anak masih belum siap menghadapi new normal sekolah pun juga masih belum siap jika dibuka lagi sekolah maka kasus baru akan semakin meningkat bukan menurun hal ini menyebabkan virus corona akan semakin lama dan menyebar kasian yang berada di garda terdepan lebih bagus jika sekolah ditunda terlebih dahulu jika sudah zero kasus baru dibuka agar virus corona ini tidak terus meningkat dan menyebar ,1,0,0
tunda sampai tahun ajaran baru sambil liat perkembangan saya pribadi pengennya sih buru masuk sekolah bosen di rumah,0,1,0
jgn coba ,0,1,0
seperti psbb pengganti lockdown new normal adlh istilah lain herd immunity tega bgt,0,0,1
setuju sekali karena kesehatan generasi lebih utama maka jangan tanyakan tentang kesehatan pd pihak ekonomi karena tentunya mereka hanya akan fokus pd perekonomian semata,1,0,0
wah enak nich mau makan gaji buta th para pahlawan tanpa tanda jasa yg jadi ortu murid tambah dana kwota hp mantap,0,0,1
untung anak aku pake jaket anti corona ada face shieldnya beli di shopee scala official,0,1,0
spp di kurangin masa harus bayar normal ,1,0,0
saya sudah tidak percaya pada kpai ,0,1,0
sekolah boleh buka asal tdk ada satupun anak yg sakit ke sekolah,0,1,0
corona smakin parah kok malah sekolah akan d buka malah byk yg kena nanti anak ,0,1,0
jangan cuma komentar doang dan mengkritik tp kasih solusi,1,0,0
bagaimana jadinya kalau sekolah di buka normal lockdown aja kasus terus meningkat ,0,1,0
kalo ktinggalan sethun trs gmn sya sbg kls naik kls ,0,0,1
mungkin anak anak susah untuk di atur social distencing bagi mereka berkumpul bermain bersama,0,1,0
klo merut saya di tunda di lihat virusnya sy g setuju klo anak sekolah sipa yg mu bertanggung jawab klo ad ap anak kami,0,1,0
taiwan sudah sekolah sejak bln murit pake masker dpn sekolah di cek suhu tubuh mulai normal lagi semoga indonesia lekas membaik amin,1,0,0
tahun depan saja ngejar ilmu kapan pun bisa selamatkan anak bangsa indonesia dulu tuntaskan virus corona sampai lenyap baru urus anak sekolahan ,0,1,0
contohlah philipina sekolah ditutup sampai vaksin ditemukan ,0,1,0
di sekolah pasti pusat penyebaran ada di kantin,0,1,0
susah krn mendikbud bukan dr akademisi tp dr pengusaha klo anak ngak sekolah rugi crab dan gojek nadim makarim punya mau ,0,1,0
kalau semua tinggal kelas gimana atau mengulang lagi karena pembelajaran di rumah gak efektif takutnya nanti naik kelas malah gak paham pelajaran di kelas berikutnya,0,0,1
demi sebuah ekonomi nyawa tidak berharga,0,0,1
beli kuota demi tugas itu sakit ,0,1,0
diliburin aja dulu plis ,0,1,0
sekolah belum di buka masjid blm di buka sedangkan mall dll selalu di buka itu ke anehan indonesia,0,0,1
zero kasus ,0,1,0
klu sekolah normal anak anak ku tidak kusekolahkan aku masuk kan klu keadaan dah dak da virus,0,0,1
what pesantren gimana woi sekamar ,0,0,1
harusnya new tatanan dunia bertatap online ,0,1,0
kalau untuk anak sekolah jangan dulu yg penting bpknya kerja dulu karna cari nafka untuk keluarga ,0,1,0
corona indonesia lebih hebat dri cina krna gak skit lngsung positif,0,1,0
saya sebagai siswa sma jujur sangat bosan di rumah pingin sekolah lagi _,1,0,0
jangan sampai karna salah keputusan indonesia jadi amerika kedua dan jika sudah terjadi itu sudah terlmbat,0,0,1
untuk sekolah tunggu keadaan dikelas atau disekolah anak anak mana bisa jaga diri dalam kelompok besar sedang yg dewasa masing bandel kalau anak kena virus siapa jg menrasakan pasti orang tua murid bukan orang lain ,1,0,0
new normal adalah kata pasrah yg dikemas lebih akademis padahal itu adalah bukti ketidakmampuan pemerintah dalam menghadapi pandemi ini ,0,0,1
teuing bro,0,1,0
sebagai warga negara yang taat sama pemerintah tapi aku gak paham dengan new normal semoga ada yang berkenan menjelaskannya terima kasih,0,1,0
suvai mulu buka aja new normal ,0,0,1
sholat lah kamu sebelum kau di sholatkan kumandangkan adzan di setiap mushola dan masjid karena bisa menghentikan virusnya jangan takut dengan corona takutlah kepada allah virus memang benar ada,0,1,0
yah sekolah,0,1,0
ank mau sekolah hrs benar di perhatikan dengan telitilah kasihan anak yg belom mengerti ,0,1,0
anak saya usia tahun tahun ini sudah naik tk b tapi dengan keadaan saat ini jika sudah diharuskan masuk maka saya lebih baik tunda sekolah anak saya anak semata wayang harus dijaga dengan baik,1,0,0
yakinnnn pandemi sudah habis yakin berani ngorbanin anak sekolah ,0,0,1
ulangan lewat onlen pusing,0,1,0
nah itu china dicontoh ya demi kesehatan kesejahteraan,0,1,0
mending repot krn anak blajar di rmh dari repot ketika anak sakit ,0,1,0
new normal kmn bawah surat dan kita harus bayar kususnya mau tes kesehatan aja bayar ribu di rumah sakit owh sunguh kejam kau pemerintah gini kok mau adakin tes masal siapa yang mau kl setiap tes suruuh bayar ,1,0,0
klo mmg sekolah lanjut online spp juga harus diringanin kasian orang tua kami,0,1,0
lihat saja entar hasilnya pasti makin amburadul ,0,0,1
bro new nromal tidak akan menjamin kita bebas corona ,0,1,0
kapan sembunyi dr corona terus percaya sama china bahwa kasus haha ayo move on ,0,1,0
new normal artinya gagal kembali ke kehidupan normal kenapa negara ini gagal ,0,0,1
kok seperti dipaksakan ada apa ini jangan jangan ini jebakan aah berbaik sangka saja walau berat,0,1,0
untuk tk dan sd jangan dulu deh karena nama nya anak anak masih ada qja yang susah di bilangan mendingan kalo mau kembali normal hanya untuk tingkat smp sma ,1,0,0
kasihan anak sekolah i read all comments understandable but what to do ,1,0,0
keren banget,0,1,0
minta tolong subscribe gaess buat tugas ,0,1,0
ahhhhhh ada ada saja saja tak jelas tak jelas,0,0,1
saran dari rakyat jelata klo menurut saya mending d lokdon tpi di imbangi dengan tim yang sigap untuk tes dari rumah ke rumah seperti sensus penduduk kalo gitu menurut saya pasti ketemu semua trus tinggal d pisah ,1,0,0
jangan dlu mending dirumah aja tpi bola tetap harus lanjut,0,0,1
kesehatan lebih penting dari pada pendidikan camkan itu,0,0,1
apakabar dengn kami mahasiswa ribuan siswa apa bisa di tangani di kampus ,0,1,0
udah belajar di rumah mau ujian di rumah juga tapi spp harus di lunasi selama belajar di rumah padahal sekolah negeri keuangan lagi susah gimana ini aku menjeriiiittttttt ,1,0,0
jika sekolah mulai dan ada anak yang tertular pasti akan cepat tertular kepada anak lain terutama yang satu kelas orang dan ini menghantui kita sebagai orang tua pemerintah harus mempertimbangkan matang resiko yang akan kita hadapi jika sekolah mulai di buka dalam pandemi ,1,0,0
gurunya gak ngejelasin cuma ngasih tugas ngejelasin paling dihitung jari ,0,1,0
kalau mau new normalnya buat perut aja dulu,0,1,0
mau kembali sekolah ato tidak kembalikan ke orang tua masing karena risiko di tanggung orang tua masing uang bisa di cari nyawa tidak bisa daripada ribut sana sini ga abis abis,1,0,0
virus makin mengganas koq sekolah mau masuk bisa mikir gak sich ,0,1,0
bodo klo buka sekolah biar anak kena virus gitu ,0,1,0
budeeeeekkkkkkkkk,0,1,0
klu menurut saya klu sd jgn dulu lah apalgi belum siap drpda terjdi hal yg tdk diingnkn spa yg bertngung jwb jgn ampe mnmbh beban karna covid ini bisa membnuh spa aja ,1,0,0
ndak sklh losssssss sklh di home,0,1,0
anak saya ditanya hari ini apa gak tahu jawabnya ,0,1,0
gue gak setuju klo anak gw keluar rumah walaupun unt sekolah virusnya gak kelihatan,0,0,1
anak kesekolah pulang dari sekolah ortu terpapar tambah parah guru pegawai tu tk kebun satpam disterilkan sekolah disinfektan dll,0,1,0
saya blm siap jika anak hrs msk sekolah lg krn situasi saat ini blm aman seperti mengirim anak disarang singa lbh baik jika sklh mau diaktifkan lg hrs menunggu keadaan benar aman utk sementara biarkan anak belajar secara online dl sampai benar aman,1,0,0
kalo anak sd jangan dulu krana anak anak susah di atur buang sampah aja masih sembrangan,0,1,0
ga usah dipaksakan sekolah dibuka drpd nanti menyesal anak kita kenapa ,0,1,0
kelamaan libur otak gua nambah butek,0,1,0
cemen,0,1,0
terus terang saya khawatir klo anak udeh masuk sekolah ,0,1,0
lebih baik ikutin filipina sekolah ga boleh buka sampe ada vaksin ga mungkin anak disuruh jaga jarak dan pake masker terus mereka ga akan tahan belum lg kalo guru dan ortu nya rentan kan kasian lebih baik optimalkan belajar di rumah bagaimanapun caranya ,0,1,0
lebih baik ketinggalan pelajaran satu tahun daripada kehilangan putra putri,0,1,0
pengen sekolah tp takut jg ada corona,0,1,0
ditaiwan cuma bln wkt imlek hari lalu perpnjng hari bln februari sdh kondusif pasar dan tenpt sembahyngn semua normal sdngkn diindo sngt memperhatinkan semoga secptnya normal dan kondusif seperti negara lain wajib pakai masker dan selalu jaga kesehatan cuci tangan ,1,0,0
ugh yg jadi ortu sibuk cari utangan buat biaya hidup yg td anak tambah biaya pulsa kwuota yg jadi guru gajinya potong baru adil ,1,0,0
sekolah di aceh dibuka tanggal juni,0,1,0
saya juga mengkhawatirkan bila sekolah dibuka normal mungkin bila dibuka dg ato shif selebihnya anak diberi tugas rumah on line jadi dg waktu tatap sedikit sisanya belajar on line trus siswa guru wajib pakai masker bawa handsanitezer setiap masuk tes suhu badan bila perlu minggu sekali tes cofid,0,1,0
harusnya sekolah smp ke bawah gak usah masuk dulu resikonya sangat besar kan bisa aja sekolah tahun depan ,0,1,0
apa kabar pesantren kalo pesantren kembali aktif gmn yakk,0,1,0
pengangguran mana suaranya,0,1,0
kalo saya mending sekolahnya libur dulu gpp takutnya kl mereka pulang sekolah gk langsung pulang tp main ke tmpt lain itu yg berbahaya,0,1,0
sekolah di libur kan bulan ini ko harus bayar spp lagi terus ekonomi lagi krisis dagangan sepi dan banyak yg di phk uang dari mn pemerintah desa bagi dana uang dan sembako buat masyarakat gk rata terus gk adil bagi gk dapat ,0,0,1
new normal otak pinokio belum normal,0,0,1
bu retno saya ingin sekolah,0,1,0
dosen gurunya ngajar secara online via faceboook instagram dll minimal menit sehari biar gk nganggur tpi gajian lancar ,0,1,0
gua suka heran kalimat new normal kalau hidup pakai protokol mah namanya masih abnormal bilang aja menjalani hidup di keadaan abnormal karena pandemi ,0,0,1
sy harap sekolh jgn dibuka dulu lihat fakta d neg lain bgmn kasus mrk stlh buka sekolh sy jg tdk ijinkn anak sy masuk sblm ada obat n vaksiny sy harap bljr online dulu sj krn sy tdk percaya dg anak mrk msh teledor,1,0,0
enak liburrr libur tahun mungkin ,0,1,0
guila masok januari ,0,1,0
sulit untuk membiasakan anak anak jaga jarak dan mencucitangan,0,1,0
terlalu banyak skenario,0,1,0
gak setuju saya sebagi orang tua ini nyawa ,0,0,1
warga ya gt gak ada yg taat peraturan mall aja masi di buka bandara di buka ,0,0,1
untuk sekolah mendingan di liburkan dlu aja ,0,1,0
sebelum wabah berakhir ga usah ada new normal segala kalau mau yang matinya bertambah sudah saja buka semua kantor sekolah pasar transportasi pemerintah harus tegas jangan mencla mencle plinplan bikin aturan sekarang ini semua terpuruk ,0,0,1
presenternya cantik,0,1,0
libur aja setahun asik jg,0,1,0
sekarang gak ada sekolahhhh,0,1,0
terus mahasiswa gimana seriusly gw capek rebahan tiap hari pak bu,0,0,1
awas cok jangan komen yang berlebihan nanti pendukungnya nya membela sampai mati loh wkw,0,0,1
dalam menghadapi new normal umat islam sebaiknya berwudlu dan menjaga wudlu karena kalau punya wudlu akan membuat kita berperilaku menjaga kebersihan untuk menjaga kesucian maka selain terhindar virus kita juga dapat pahala dan ketenangan new normal with wudlu,1,0,0
indonesia mah gapunya pendirian kurva positive masih naik tapi udah mau new normal buka sekolah indonesia beneran gagal menghadapi covid ,0,0,1
klo libur terus anak sekolah juga jadi nya malas,0,1,0
kata bnpb barusan siaran lgsg juni sekolah² kampus² dan pondok pesantren² sdah mulai di buka ga taulah gmana itu pemerintah,0,0,1
masjid dulu yang di buka bukan mall ,0,0,1
dunia perkuliahan mulai gila kuliah diliburkan tapi bayaran full tanpa potongan hey kami tidak menggunakan fasilitas kampus dll gada bedanya sekarang kuliah tutorial ,0,1,0
kalo untuk sekolah mah kayanya terlalu beresiko kalau ngebet dibuka kembali secara tingkat daya tahan tubuh anak anak dgn orang dewasa pastinya kan berbeda hawatir malah membuka lembaran baru penyebaran c ,0,0,1
new normal bukan berarti semua jd tdk dikontrol aneh aja memang orang di negeri ini terlihat sekali bhw budaya kerjasama dan saling membantunya sdh hilang digantikan oleh budaya kelompok dr timur tengah,0,0,1
sekolah jngn masuk dlu,0,1,0
turun ke sekolah secara bergiliran dg batasan kelas,1,0,0
cemana ni pemerintah nya gw ga make fasilitas sklh bahkan ga mijakkan kaki ke sekolah masaan uang sekolah malah harus bayar full blm lagi uang daftar ulang gdk keringanan sikitpun klok dijawab jdi guru gaji darimana gini gini bapak ortu gw jugak di rumahkan jdi sama susah kita skrg cuman bisa doa sama berharap bantuin pemerintah doang,1,0,0
tdk sekolah tetap bayar itu wajar,0,1,0
semangat,0,1,0
kl shift misal sekolah murid nya banyak gmn kl seragam masuk senin itu menghindari terpapar kan di cuci saya saja kl keluar rumah baju sblm masuk rmh di cuci ganti baju pak ndiem,0,1,0
